id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1735154828 ,a6a1a567-6109-3436-aa1c-274f941b09bc,  -13.051460 ,  -38.897470 ,2024-12-02 16:41:00,Brasil,BAHIA,JAGUARIPE,Mata Atlântica
 1735154862 ,672bef72-2160-3227-a6b0-3952254cffef,  -10.219370 ,  -38.395040 ,2024-12-02 16:41:00,Brasil,BAHIA,JEREMOABO,Caatinga
 1735287972 ,f7fce5c1-ed92-36b5-ac7a-8a8a1c231cea,  -17.303540 ,  -39.363350 ,2024-12-03 17:19:00,Brasil,BAHIA,PRADO,Mata Atlântica
 1735291335 ,b2b7b520-d6fc-37b5-9923-c3fa00170675,   -8.879740 ,  -41.095350 ,2024-12-03 17:21:00,Brasil,BAHIA,CASA NOVA,Caatinga
 1735291337 ,398ac570-3d67-3241-8166-462c7f02fdcf,  -15.230270 ,  -41.472340 ,2024-12-03 17:19:00,Brasil,BAHIA,TREMEDAL,Mata Atlântica
 1735291343 ,ed50c917-33f7-39c6-b117-64dc1f85d58d,   -9.569280 ,  -42.065890 ,2024-12-03 17:21:00,Brasil,BAHIA,REMANSO,Caatinga
 1735291386 ,5d21c01a-8236-3650-b1fa-6e7c3daa8c62,  -13.817690 ,  -41.582240 ,2024-12-03 17:19:00,Brasil,BAHIA,RIO DE CONTAS,Caatinga
 1735291393 ,cad3a780-ce95-337b-b486-01225644e84d,  -10.687440 ,  -40.545520 ,2024-12-03 17:21:00,Brasil,BAHIA,MIRANGABA,Caatinga
 1735291409 ,12908f48-1610-3ac8-9f7c-c51ad4eebc84,  -16.047960 ,  -39.068410 ,2024-12-03 17:19:00,Brasil,BAHIA,BELMONTE,Mata Atlântica
 1735291431 ,75d07374-c1f5-39fe-9230-ca9e3d2bb6ef,  -11.685600 ,  -41.524220 ,2024-12-03 17:21:00,Brasil,BAHIA,CAFARNAUM,Caatinga
